Timestamp,Motor 1 Power,Motor 2 Power,Motor 3 Power,Motor 4 Power,Motor 5 Power,Motor 6 Power,Motor 7 Power,Motor 8 Power,Motor 9 Power,Motor 10 Power,Motor 11 Power,Motor 12 Power,Motor 1 Torque,Motor 2 Torque,Motor 3 Torque,Motor 4 Torque,Motor 5 Torque,Motor 6 Torque,Motor 7 Torque,Motor 8 Torque,Motor 9 Torque,Motor 10 Torque,Motor 11 Torque,Motor 12 Torque,Motor 1 Velocity,Motor 2 Velocity,Motor 3 Velocity,Motor 4 Velocity,Motor 5 Velocity,Motor 6 Velocity,Motor 7 Velocity,Motor 8 Velocity,Motor 9 Velocity,Motor 10 Velocity,Motor 11 Velocity,Motor 12 Velocity,Battery Voltage
238,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0918,-0.2086,0.0227,0.1135,0.0172,0.0002,-0.0031,0.0126,0.0000,0.1759,-0.2114,0.0388,0.0078,-0.0053,0.0045,-0.0038,0.0039,-0.0157,0.0073,0.0011,-0.0077,-0.0019,0.0114,-0.0093,22.7500
239,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1056,-0.2326,0.0234,0.1231,0.0141,-0.0011,-0.0156,0.0144,-0.0096,0.1798,-0.2009,0.0391,-0.5276,0.7675,0.3425,-0.6147,0.1090,0.1562,0.3351,0.0122,0.4072,-0.7611,0.6318,-0.4401,22.7083
240,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0941,-0.2198,0.0329,0.1398,0.0123,0.0044,-0.0070,0.0165,-0.0287,0.1607,-0.1999,0.0344,0.0444,-0.0599,-0.0243,0.0475,-0.0194,0.0184,-0.0165,0.0028,-0.0193,0.1807,-0.0885,0.0409,22.7500
241,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0959,-0.2193,0.0240,0.1203,0.0183,0.0019,-0.0040,0.0119,-0.0162,0.1749,-0.1937,0.0246,0.0103,0.0059,0.0003,0.0011,-0.0117,-0.0128,0.0094,0.0105,0.0008,-0.0122,0.0068,-0.0282,22.7083
242,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0955,-0.2188,0.0249,0.1203,0.0152,0.0002,-0.0082,0.0126,-0.0121,0.1754,-0.1907,0.0351,-0.0014,-0.0094,-0.0022,-0.0089,-0.0153,0.0080,0.0014,0.0058,-0.0007,-0.0096,-0.0092,-0.0484,22.7083
243,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0949,-0.2281,0.0131,0.1277,0.0164,-0.0001,-0.0053,0.0144,-0.0188,0.1835,-0.2150,0.0472,0.0020,0.0028,0.0090,0.0017,-0.0064,-0.0062,0.0250,-0.0167,-0.0011,0.0105,0.0035,0.0142,22.7083
244,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0949,-0.2299,0.0133,0.1297,0.0151,-0.0001,-0.0020,0.0131,-0.0202,0.1825,-0.2166,0.0480,0.0042,-0.0129,-0.0045,-0.0002,-0.0040,0.0013,0.0083,-0.0104,0.0054,0.0062,-0.0181,0.0011,22.6667
245,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0945,-0.2268,0.0133,0.1276,0.0153,-0.0010,-0.0010,0.0120,-0.0172,0.1794,-0.2169,0.0470,0.0056,-0.0114,0.0030,-0.0025,0.0057,-0.0008,0.0109,0.0149,-0.0017,0.0049,-0.0141,0.0032,22.6667
246,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0969,-0.2247,0.0143,0.1277,0.0164,-0.0001,-0.0061,0.0104,-0.0170,0.1772,-0.2147,0.0484,0.0036,-0.0106,-0.0046,0.0041,0.0022,0.0159,-0.0000,0.0053,-0.0022,-0.0032,-0.0358,0.0080,22.5833
247,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0969,-0.2258,0.0134,0.1297,0.0175,-0.0000,-0.0059,0.0104,-0.0188,0.1796,-0.2158,0.0461,-0.0029,-0.0079,0.0001,-0.0052,-0.0152,0.0059,0.0036,-0.0038,-0.0068,0.0119,-0.0086,-0.0005,22.5833
248,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0957,-0.2258,0.0133,0.1287,0.0153,0.0011,-0.0047,0.0120,-0.0207,0.1807,-0.2174,0.0502,0.0080,-0.0067,0.0083,-0.0021,-0.0135,-0.0071,-0.0119,-0.0042,0.0031,-0.0034,-0.0243,-0.0173,22.6250
249,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0976,-0.2268,0.0133,0.1257,0.0171,0.0001,-0.0031,0.0148,-0.0193,0.1802,-0.2170,0.0456,0.0094,-0.0008,0.0075,0.0073,0.0102,0.0038,-0.0090,0.0022,0.0053,0.0046,-0.0110,0.0079,22.5417
250,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0969,-0.2268,0.0142,0.1287,0.0154,0.0011,-0.0034,0.0142,-0.0188,0.1801,-0.2135,0.0472,0.0030,-0.0040,-0.0009,-0.0007,-0.0019,-0.0160,0.0085,-0.0045,0.0125,0.0125,-0.0184,0.0061,22.5000
251,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0945,-0.2258,0.0173,0.1307,0.0134,-0.0000,-0.0050,0.0102,-0.0165,0.1801,-0.2170,0.0481,0.0050,-0.0041,-0.0160,0.0025,-0.0043,0.0059,0.0006,0.0156,0.0020,0.0106,-0.0081,-0.0002,22.5833
252,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0937,-0.2289,0.0132,0.1286,0.0156,-0.0000,-0.0062,0.0137,-0.0193,0.1795,-0.2136,0.0452,-0.0005,-0.0002,-0.0007,0.0057,-0.0054,0.0089,0.0028,0.0015,0.0055,0.0078,-0.0190,-0.0072,22.5417
253,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0949,-0.2268,0.0174,0.1266,0.0114,-0.0022,-0.0029,0.0150,-0.0176,0.1801,-0.2155,0.0474,-0.0032,0.0022,-0.0069,0.0033,0.0007,-0.0148,0.0109,0.0015,-0.0052,0.0070,-0.0169,-0.0010,22.4583
254,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0937,-0.2248,0.0133,0.1276,0.0176,-0.0009,-0.0042,0.0153,-0.0200,0.1783,-0.2135,0.0462,-0.0120,0.0136,0.0011,0.0043,-0.0017,-0.0044,-0.0021,0.0039,0.0004,0.0002,-0.0079,0.0097,22.5000
255,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0972,-0.2269,0.0152,0.1256,0.0145,-0.0013,-0.0040,0.0140,-0.0181,0.1778,-0.2167,0.0488,0.0030,-0.0004,-0.0053,0.0005,0.0001,-0.0006,0.0072,-0.0018,0.0073,-0.0027,-0.0201,-0.0139,22.4583
256,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0929,-0.2278,0.0170,0.1275,0.0134,-0.0019,-0.0059,0.0130,-0.0195,0.1818,-0.2156,0.0473,0.0021,0.0022,0.0099,-0.0016,0.0086,0.0021,0.0088,0.0047,-0.0059,-0.0003,-0.0095,-0.0034,22.5000
257,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0953,-0.2279,0.0122,0.1266,0.0182,0.0011,-0.0029,0.0129,-0.0183,0.1830,-0.2139,0.0492,0.0060,-0.0097,-0.0031,-0.0038,-0.0006,0.0070,0.0097,-0.0004,0.0044,0.0019,-0.0203,0.0011,22.4583
258,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0949,-0.2289,0.0152,0.1246,0.0153,-0.0000,-0.0009,0.0144,-0.0202,0.1802,-0.2174,0.0503,0.0006,-0.0003,0.0054,0.0064,0.0168,-0.0050,0.0051,-0.0047,-0.0121,0.0201,-0.0095,-0.0191,22.4583
259,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0091,-0.0599,0.0135,0.0249,0.0286,0.0092,-0.0061,0.0380,0.0338,0.1978,-0.2257,0.0383,0.3841,-0.4555,-0.0236,0.0003,-0.0240,-0.0849,0.0444,-0.0499,-0.1602,-0.0723,-0.0751,0.0265,22.7083
260,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0429,-0.0093,0.0084,0.0203,0.0245,0.0314,0.0202,0.0448,0.0391,0.0056,-0.0110,0.0003,-0.0067,0.0131,-0.0049,0.0068,0.0160,-0.0087,0.0020,-0.0031,0.0072,0.0046,-0.0076,-0.0083,22.8333
261,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0316,-0.0099,0.0119,0.0186,0.0214,0.0325,0.0199,0.0439,0.0378,0.0031,-0.0130,0.0000,-0.0018,0.0012,-0.0052,-0.0012,-0.0147,-0.0129,-0.0074,0.0023,-0.0072,0.0053,0.0043,0.0058,22.8750
262,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0362,-0.0105,0.0115,0.0180,0.0192,0.0304,0.0239,0.0455,0.0345,0.0047,-0.0140,-0.0007,0.0112,0.0056,0.0034,0.0048,-0.0120,0.0164,0.0114,0.0030,0.0059,0.0102,0.0053,0.0194,22.8750
263,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0351,-0.0088,0.0104,0.0161,0.0252,0.0334,0.0171,0.0441,0.0408,0.0035,-0.0105,0.0017,0.0095,-0.0071,-0.0171,0.0084,-0.0138,-0.0166,-0.0004,0.0023,-0.0071,-0.0073,0.0010,-0.0017,22.9583
264,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0351,-0.0053,0.0068,0.0211,0.0233,0.0304,0.0222,0.0448,0.0376,0.0031,-0.0093,0.0045,0.0015,-0.0052,-0.0013,-0.0046,0.0126,-0.0077,-0.0113,0.0022,0.0039,-0.0042,0.0027,-0.0140,22.9583
265,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0351,-0.0088,0.0099,0.0180,0.0211,0.0345,0.0199,0.0448,0.0357,0.0025,-0.0082,0.0022,0.0013,0.0060,-0.0033,0.0066,-0.0025,-0.0129,0.0001,0.0106,0.0044,0.0167,0.0071,0.0001,22.9583
266,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0333,-0.0082,0.0078,0.0157,0.0233,0.0324,0.0182,0.0455,0.0375,0.0031,-0.0093,0.0005,-0.0031,0.0028,0.0133,0.0061,0.0115,0.0087,0.0014,0.0028,0.0137,-0.0049,-0.0106,0.0001,23.0000
267,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0339,-0.0076,0.0084,0.0180,0.0213,0.0344,0.0182,0.0437,0.0366,0.0038,-0.0088,0.0042,-0.0051,-0.0024,-0.0005,-0.0024,-0.0010,-0.0168,-0.0081,0.0051,0.0074,0.0126,0.0013,0.0077,23.0417
268,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0352,-0.0054,0.0088,0.0207,0.0274,0.0324,0.0211,0.0439,0.0377,0.0051,-0.0100,0.0014,-0.0050,0.0067,-0.0025,0.0007,-0.0054,0.0155,0.0059,0.0003,0.0099,-0.0092,-0.0194,-0.0073,23.0000
269,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0379,-0.0076,0.0060,0.0168,0.0214,0.0292,0.0177,0.0453,0.0361,0.0024,-0.0070,0.0022,0.0037,-0.0116,0.0027,0.0008,-0.0099,0.0116,0.0205,0.0023,0.0129,-0.0111,-0.0019,-0.0096,23.0833
270,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0328,-0.0070,0.0086,0.0157,0.0224,0.0314,0.0191,0.0441,0.0378,0.0040,-0.0100,0.0037,0.0019,-0.0099,0.0090,-0.0017,0.0075,0.0089,0.0063,0.0030,-0.0119,0.0062,-0.0051,-0.0065,23.0000
271,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0363,-0.0082,0.0057,0.0168,0.0213,0.0314,0.0194,0.0448,0.0396,0.0029,-0.0099,0.0039,0.0081,0.0060,0.0031,-0.0050,0.0026,0.0111,0.0172,0.0063,0.0048,-0.0063,0.0002,0.0010,23.0000
272,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0362,-0.0048,0.0053,0.0153,0.0203,0.0334,0.0180,0.0434,0.0365,0.0044,-0.0093,0.0027,0.0024,0.0100,0.0175,0.0085,0.0094,0.0021,-0.0251,0.0116,0.0004,0.0082,0.0104,-0.0068,23.0417
273,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0388,-0.0077,0.0084,0.0176,0.0203,0.0324,0.0180,0.0441,0.0399,0.0022,-0.0094,0.0068,-0.0011,-0.0010,0.0044,-0.0045,-0.0039,0.0039,0.0122,0.0090,-0.0077,-0.0050,-0.0121,0.0002,23.0833
274,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0368,-0.0037,0.0062,0.0153,0.0223,0.0313,0.0211,0.0436,0.0397,0.0031,-0.0088,0.0034,0.0097,0.0015,0.0047,-0.0033,-0.0113,0.0078,0.0014,-0.0033,0.0027,0.0049,0.0008,0.0127,23.0417
275,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0317,-0.0083,0.0092,0.0169,0.0233,0.0335,0.0194,0.0444,0.0366,0.0042,-0.0082,0.0034,0.0081,-0.0031,0.0095,-0.0014,-0.0003,-0.0086,-0.0181,-0.0037,0.0111,0.0120,-0.0005,-0.0158,23.0417
276,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0380,-0.0053,0.0061,0.0165,0.0243,0.0324,0.0228,0.0441,0.0365,0.0062,-0.0082,0.0045,0.0087,-0.0060,0.0081,-0.0012,-0.0132,0.0011,0.0084,-0.0063,-0.0156,-0.0063,-0.0080,-0.0072,23.0417
277,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0374,-0.0084,0.0073,0.0165,0.0213,0.0324,0.0197,0.0434,0.0378,0.0029,-0.0053,0.0023,-0.0204,0.0015,0.0038,0.0079,0.0021,0.0062,-0.0021,0.0042,0.0032,-0.0149,0.0106,0.0042,23.0833
278,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0333,-0.0042,0.0084,0.0157,0.0234,0.0324,0.0225,0.0457,0.0377,0.0031,-0.0099,0.0003,-0.0133,0.0095,0.0080,-0.0031,0.0034,0.0056,0.0069,-0.0044,0.0004,0.0021,0.0020,0.0084,23.0417
279,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0339,-0.0056,0.0096,0.0184,0.0242,0.0335,0.0194,0.0450,0.0376,0.0054,-0.0093,0.0029,-0.0004,0.0139,-0.0054,-0.0090,0.0010,-0.0056,0.0078,-0.0107,-0.0083,0.0008,-0.0057,0.0089,23.0417
280,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0351,-0.0053,0.0092,0.0168,0.0233,0.0335,0.0197,0.0460,0.0366,0.0020,-0.0088,0.0007,-0.0007,-0.0047,-0.0065,-0.0034,-0.0207,-0.0053,-0.0182,-0.0011,-0.0059,-0.0072,-0.0097,-0.0054,23.0417
281,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0333,-0.0056,0.0084,0.0165,0.0222,0.0325,0.0182,0.0425,0.0365,0.0035,-0.0094,-0.0031,-0.0053,-0.0181,-0.0021,0.0201,-0.0026,0.0316,0.0210,0.0047,0.0104,-0.0054,0.0083,-0.0014,23.0833
282,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0357,-0.0037,0.0096,0.0153,0.0234,0.0293,0.0199,0.0455,0.0368,0.0026,-0.0077,0.0022,0.0037,0.0108,-0.0116,0.0097,0.0042,0.0328,0.0178,-0.0139,-0.0047,-0.0112,-0.0194,-0.0015,23.0833
283,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0345,-0.0030,0.0087,0.0157,0.0214,0.0294,0.0188,0.0451,0.0366,0.0042,-0.0076,-0.0007,-0.0160,-0.0013,-0.0026,-0.0042,0.0003,0.0235,0.0111,0.0001,0.0027,-0.0016,0.0201,0.0114,23.1250
284,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0295,-0.0058,0.0104,0.0149,0.0224,0.0273,0.0224,0.0448,0.0336,0.0051,-0.0093,-0.0061,-0.0027,-0.0018,0.0149,0.0095,0.0066,0.0437,0.0170,0.0089,-0.0012,0.0158,-0.0086,-0.0174,23.0417
285,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0283,-0.0044,0.0124,0.0149,0.0222,0.0323,0.0188,0.0469,0.0375,0.0009,-0.0099,-0.0030,-0.0056,0.0035,-0.0073,-0.0049,0.0037,0.0163,-0.0046,-0.0013,-0.0045,-0.0011,0.0090,0.0109,23.0833
286,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0300,-0.0030,0.0097,0.0145,0.0235,0.0345,0.0219,0.0418,0.0355,0.0019,-0.0065,-0.0061,0.0061,-0.0094,-0.0041,-0.0091,0.0032,0.0058,0.0049,0.0016,-0.0028,-0.0082,-0.0037,0.0022,23.1250
287,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0307,-0.0065,0.0060,0.0188,0.0192,0.0334,0.0228,0.0439,0.0344,0.0020,-0.0088,-0.0010,-0.0095,0.0038,-0.0010,-0.0033,0.0074,-0.0029,-0.0003,0.0005,-0.0072,-0.0044,-0.0049,-0.0036,23.0833
288,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0330,-0.0035,0.0150,0.0177,0.0204,0.0305,0.0245,0.0471,0.0346,0.0009,-0.0100,-0.0031,0.0026,-0.0061,0.0033,-0.0052,0.0116,0.0039,-0.0130,-0.0106,0.0039,0.0197,0.0150,0.0014,23.2083
289,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0316,-0.0046,0.0106,0.0165,0.0213,0.0314,0.0191,0.0441,0.0355,0.0051,-0.0093,-0.0031,-0.0083,0.0134,0.0158,0.0078,0.0202,0.0087,0.0078,0.0141,-0.0037,0.0063,0.0031,0.0086,23.1667
290,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0275,-0.0030,0.0115,0.0138,0.0254,0.0346,0.0216,0.0494,0.0355,0.0011,-0.0105,-0.0018,0.0005,0.0185,0.0032,-0.0052,0.0005,-0.0006,-0.0130,0.0029,0.0092,-0.0089,-0.0042,-0.0064,23.0833
291,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0245,-0.0065,0.0133,0.0132,0.0203,0.0347,0.0222,0.0481,0.0323,0.0013,-0.0078,-0.0071,-0.0141,-0.0012,-0.0135,-0.0016,0.0340,-0.0001,0.0082,-0.0009,-0.0060,0.0080,-0.0000,-0.0051,23.0833
292,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0281,-0.0015,0.0114,0.0135,0.0214,0.0306,0.0234,0.0467,0.0287,0.0011,-0.0063,-0.0061,-0.0119,0.0063,-0.0064,-0.0068,-0.0224,0.0107,-0.0037,-0.0064,0.0179,-0.0036,-0.0121,0.0026,23.1250
293,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0266,-0.0023,0.0163,0.0109,0.0242,0.0332,0.0219,0.0506,0.0307,0.0002,-0.0053,-0.0081,0.0074,-0.0032,0.0018,0.0031,-0.0010,0.0159,0.0036,0.0032,0.0035,0.0067,-0.0024,-0.0021,23.0833
294,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0256,-0.0031,0.0152,0.0128,0.0212,0.0346,0.0256,0.0506,0.0302,0.0003,-0.0076,-0.0071,0.0122,-0.0070,0.0048,-0.0064,0.0089,0.0029,-0.0074,-0.0056,-0.0009,-0.0055,-0.0020,-0.0022,23.1250
295,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0284,-0.0008,0.0132,0.0158,0.0223,0.0377,0.0234,0.0467,0.0306,0.0020,-0.0065,-0.0051,-0.0023,-0.0111,-0.0056,0.0014,0.0090,-0.0006,0.0040,0.0000,0.0035,0.0002,-0.0155,0.0042,23.0833
296,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0264,-0.0042,0.0154,0.0130,0.0224,0.0323,0.0211,0.0486,0.0287,0.0021,-0.0069,-0.0061,-0.0124,0.0080,0.0016,0.0152,-0.0036,0.0101,-0.0089,-0.0113,0.0013,0.0061,0.0066,0.0063,23.1250
297,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0264,-0.0019,0.0122,0.0151,0.0244,0.0306,0.0216,0.0474,0.0296,0.0021,-0.0055,-0.0051,-0.0027,-0.0036,-0.0088,-0.0040,0.0099,0.0065,0.0143,0.0124,0.0040,0.0071,-0.0024,0.0125,23.0417
298,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0282,-0.0011,0.0171,0.0128,0.0192,0.0313,0.0199,0.0471,0.0308,0.0013,-0.0047,-0.0061,-0.0006,-0.0086,0.0007,-0.0049,-0.0196,-0.0072,-0.0004,0.0071,-0.0053,0.0088,0.0185,0.0039,23.1250
299,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0250,-0.0031,0.0152,0.0112,0.0212,0.0305,0.0179,0.0485,0.0327,0.0020,-0.0058,-0.0051,0.0043,0.0019,-0.0148,0.0003,-0.0203,0.0260,0.0280,0.0008,-0.0119,0.0029,0.0085,-0.0180,23.0833
300,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0255,-0.0011,0.0123,0.0142,0.0233,0.0305,0.0168,0.0513,0.0308,0.0020,-0.0076,-0.0040,0.0091,-0.0092,0.0063,-0.0117,-0.0009,0.0035,-0.0035,-0.0033,-0.0015,-0.0033,-0.0068,0.0061,23.1250
301,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0284,-0.0023,0.0132,0.0142,0.0243,0.0366,0.0231,0.0456,0.0314,0.0019,-0.0065,-0.0030,0.0036,0.0059,-0.0010,-0.0050,-0.0090,-0.0000,0.0080,-0.0041,0.0042,-0.0030,0.0038,-0.0005,23.1250
302,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0272,-0.0023,0.0134,0.0148,0.0222,0.0325,0.0168,0.0509,0.0327,0.0011,-0.0064,-0.0030,0.0000,-0.0106,0.0024,-0.0035,-0.0047,0.0280,0.0052,-0.0171,0.0121,0.0006,0.0157,0.0024,23.0833
303,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0272,-0.0031,0.0145,0.0153,0.0223,0.0346,0.0176,0.0491,0.0298,0.0031,-0.0065,-0.0071,-0.0005,0.0063,0.0161,0.0008,-0.0068,-0.0025,0.0039,-0.0085,0.0026,-0.0032,0.0034,-0.0047,23.1667
304,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0284,-0.0050,0.0162,0.0113,0.0243,0.0324,0.0205,0.0502,0.0314,0.0010,-0.0057,-0.0040,0.0040,0.0004,-0.0065,0.0101,-0.0059,-0.0054,-0.0034,-0.0084,-0.0002,0.0017,0.0023,-0.0075,23.1250
305,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0253,-0.0050,0.0161,0.0133,0.0253,0.0366,0.0197,0.0486,0.0298,0.0005,-0.0070,-0.0081,-0.0128,-0.0065,-0.0116,0.0070,-0.0104,0.0043,-0.0040,-0.0071,-0.0059,0.0011,-0.0030,0.0086,23.0833
306,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0280,-0.0038,0.0142,0.0140,0.0254,0.0314,0.0239,0.0516,0.0299,0.0005,-0.0084,-0.0071,0.0032,0.0012,0.0001,-0.0099,-0.0024,0.0041,0.0054,-0.0056,0.0126,0.0195,0.0010,0.0045,23.1250
307,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0269,-0.0042,0.0142,0.0116,0.0233,0.0355,0.0193,0.0467,0.0310,-0.0106,-0.0061,-0.0041,-0.0009,0.0037,-0.0051,0.0123,0.0072,-0.0046,0.0098,0.0025,0.0127,0.0480,0.0045,-0.0146,23.1250
308,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0256,-0.0050,0.0141,0.0112,0.0234,0.0335,0.0211,0.0502,0.0299,0.0011,-0.0048,-0.0061,0.0041,-0.0067,-0.0077,-0.0152,0.0118,0.0008,-0.0048,0.0001,-0.0080,0.0151,0.0063,0.0008,23.0833
309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0278,-0.0038,0.0152,0.0137,0.0232,0.0354,0.0182,0.0482,0.0312,0.0001,-0.0075,-0.0061,-0.0064,-0.0068,-0.0113,-0.0110,0.0098,0.0062,-0.0064,-0.0019,0.0058,-0.0119,-0.0078,0.0004,23.1250
310,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0258,-0.0019,0.0136,0.0135,0.0223,0.0368,0.0214,0.0493,0.0316,-0.0021,-0.0088,-0.0091,0.0096,0.0032,0.0080,-0.0016,0.0112,0.0140,-0.0030,-0.0079,0.0047,0.0025,-0.0030,0.0052,23.1667
311,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0242,-0.0042,0.0152,0.0112,0.0243,0.0336,0.0208,0.0448,0.0306,0.0011,-0.0083,-0.0061,-0.0103,-0.0011,0.0040,0.0071,0.0083,0.0059,-0.0110,-0.0011,-0.0051,0.0100,0.0063,-0.0112,23.1250
312,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0272,-0.0038,0.0104,0.0109,0.0223,0.0334,0.0175,0.0456,0.0299,0.0025,-0.0076,-0.0072,-0.0089,-0.0102,0.0115,-0.0116,0.0010,0.0094,0.0004,0.0173,-0.0020,0.0032,-0.0044,-0.0054,23.1250
313,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0284,-0.0027,0.0130,0.0123,0.0212,0.0334,0.0139,0.0467,0.0296,0.0010,-0.0052,-0.0061,0.0082,0.0119,-0.0089,0.0016,0.0054,0.0060,-0.0033,0.0067,-0.0051,0.0090,-0.0050,0.0028,23.1250
314,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0264,-0.0038,0.0129,0.0133,0.0222,0.0355,0.0222,0.0478,0.0303,0.0010,-0.0052,-0.0050,-0.0066,0.0047,-0.0053,0.0006,-0.0046,0.0151,0.0010,0.0047,-0.0063,-0.0006,-0.0090,0.0024,23.1250
315,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0277,-0.0023,0.0143,0.0170,0.0233,0.0355,0.0247,0.0474,0.0335,0.0018,-0.0069,-0.0041,-0.0104,-0.0003,-0.0103,0.0049,0.0119,0.0047,-0.0165,0.0010,-0.0044,0.0067,-0.0080,0.0036,23.1250
