Timestamp,Motor 1 Power,Motor 2 Power,Motor 3 Power,Motor 4 Power,Motor 5 Power,Motor 6 Power,Motor 7 Power,Motor 8 Power,Motor 9 Power,Motor 10 Power,Motor 11 Power,Motor 12 Power,Motor 1 Torque,Motor 2 Torque,Motor 3 Torque,Motor 4 Torque,Motor 5 Torque,Motor 6 Torque,Motor 7 Torque,Motor 8 Torque,Motor 9 Torque,Motor 10 Torque,Motor 11 Torque,Motor 12 Torque,Motor 1 Velocity,Motor 2 Velocity,Motor 3 Velocity,Motor 4 Velocity,Motor 5 Velocity,Motor 6 Velocity,Motor 7 Velocity,Motor 8 Velocity,Motor 9 Velocity,Motor 10 Velocity,Motor 11 Velocity,Motor 12 Velocity,Battery Voltage
647,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
648,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
649,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
651,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
653,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
654,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
655,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
656,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
657,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
658,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
659,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
660,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
661,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
662,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
663,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
664,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
665,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
666,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
668,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
669,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
670,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
671,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
672,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
673,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
674,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
675,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
676,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
677,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
678,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
679,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
680,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
681,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
682,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
683,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
684,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
685,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
686,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
687,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
688,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
689,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
690,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
691,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
692,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
693,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
694,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
695,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
696,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
697,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
698,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
699,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
701,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
702,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
703,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
704,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
705,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
706,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
707,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
708,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
709,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,439593827485008192.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-nan
710,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0418,-0.0053,0.0481,-0.0222,0.0235,0.0395,0.0485,0.0478,0.0520,-0.0135,0.0131,-0.0318,-0.0095,0.0024,-0.0016,-0.0105,-0.0074,0.0106,0.0154,-0.0022,0.0056,0.0005,0.0101,0.0054,23.0417
711,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0507,-0.0051,0.0385,-0.0207,0.0266,0.0391,0.0415,0.0486,0.0485,-0.0123,0.0132,-0.0334,-0.0003,0.0154,-0.0086,0.0102,0.0004,0.0067,-0.0005,-0.0072,-0.0131,0.0206,-0.0100,0.0007,23.0833
712,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0496,-0.0045,0.0433,-0.0214,0.0236,0.0421,0.0497,0.0490,0.0453,-0.0132,0.0132,-0.0324,-0.0038,-0.0063,0.0072,-0.0109,-0.0006,-0.0034,-0.0060,-0.0023,-0.0007,0.0048,0.0050,0.0116,23.0417
713,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0546,-0.0070,0.0365,-0.0211,0.0235,0.0387,0.0409,0.0471,0.0460,-0.0129,0.0142,-0.0306,-0.0021,-0.0035,0.0136,-0.0011,0.0085,-0.0043,-0.0001,-0.0048,-0.0021,-0.0025,0.0114,0.0099,23.0833
714,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0537,0.0020,0.0310,-0.0206,0.0303,0.0417,0.0364,0.0463,0.0455,-0.0121,0.0132,-0.0286,-0.0014,-0.0865,0.0301,0.0038,0.0660,0.0151,-0.0170,0.0108,0.0068,0.0025,0.0015,-0.0290,23.0417
715,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0567,-0.0111,0.0418,-0.0207,0.0053,0.0396,0.0424,0.0455,0.0515,-0.0107,0.0132,-0.0417,0.0065,0.0018,0.0156,-0.0056,-0.0030,-0.0092,-0.0128,0.0101,-0.0022,0.0125,-0.0176,0.0095,23.0833
716,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0496,0.2609,0.0449,-0.0203,-0.0065,0.0346,0.0425,0.0467,0.0492,-0.0131,0.0152,0.0937,0.0096,-0.1097,-0.0097,0.0136,-0.0053,0.0119,-0.0154,-0.0087,0.0055,0.0080,0.0077,-0.0075,22.8333
717,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0496,-0.2415,0.0353,-0.0214,-0.0137,0.0347,0.0446,0.0456,0.0506,-0.0080,0.0131,-0.0167,-0.0122,0.1262,-0.0023,0.0024,0.0257,0.0024,-0.0006,0.0003,-0.0033,-0.0046,-0.0020,0.0609,22.8750
718,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0536,0.1526,0.0438,-0.0203,-0.0054,0.0326,0.0427,0.0474,0.0462,-0.0114,0.0132,0.0278,-0.0012,-0.2757,-0.0198,0.0111,0.0252,0.0259,-0.0037,0.0007,-0.0042,-0.0034,0.0107,0.0237,23.0000
